sic,sicdesc,level
4450,LOCAL WATER TRANSPORTATION,4
4452,FERRIES,4
4453,LIGHTERAGE,4
4454,TOWING AND TUGBOAT SERVICE,4
4459,"LOCAL WATER TRANSPORTATION, NEC",4
4460,SERVICES INCIDENTAL TO WATER TRANSPORTATION,4
4463,MARINE CARGO HANDLING,4
4464,CANAL OPERATION,4
4469,"WATER TRANSPORTATION SERVICES, NEC",4
4480,WATER TRANSPORTATION OF PASSENGERS,4
4481,"DEEP SEA TRANSPORTATION OF PASSENGERS, EXCEPT BY FERRY",4
4482,FERRIES,4
4489,"WATER TRANSPORTATION OF PASSENGERS, NEC",4
4490,SERVICES INCIDENTAL TO WATER TRANSPORTATION,4
4491,MARINE CARGO HANDLING,4
4492,TOWING AND TUGBOAT SERVICES,4
4493,MARINAS,4
4499,"WATER TRANSPORTATION SERVICES, NEC",4
4500,TRANSPORTATION BY AIR,4
4510,"AIR TRANSPORTATION, SCHEDULED, AND AIR COURIER SERVICES",4
4511,"AIR TRANSPORTATION, CERTIFICATED CARRIERS",4
4512,"AIR TRANSPORTATION, SCHEDULED",4
4513,AIR COURIER SERVICES,4
4520,"AIR TRANSPORTATION, NONSCHEDULED",4
4521,"AIR TRANSPORTATION, NONCERTIFICATED CARRIERS",4
4522,"AIR TRANSPORTATION, NONSCHEDULED",4
4580,"AIRPORTS, FLYING FIELDS, AND AIRPORT TERMINAL SERVICES",4
4581,"AIRPORTS, FLYING FIELDS, AND AIRPORT TERMINAL SERVICES",4
4582,AIRPORTS AND FLYING FIELDS,4
4583,AIRPORT TERMINAL SERVICES,4
4600,"PIPE LINES, EXCEPT NATURAL GAS",4
4610,"PIPE LINES, EXCEPT NATURAL GAS",4
4612,CRUDE PETROLEUM PIPELINES,4
4613,REFINED PETROLEUM PIPELINES,4
4619,"PIPELINES, NEC",4
4700,TRANSPORTATION SERVICES,4
4710,FREIGHT FORWARDING,4
4712,FREIGHT FORWARDING,4
4720,ARRANGEMENT OF PASSENGER TRANSPORTATION,4
4722,ARRANGEMENT OF PASSENGER TRANSPORTATION,4
4723,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,4
4724,TRAVEL AGENCIES,4
4725,TOUR OPERATORS,4
4729,"ARRANGEMENT OF PASSENGER TRANSPORTATION, NEC",4
4730,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,4
4731,ARRANGEMENT OF TRANSPORTATION OF FREIGHT AND CARGO,4
4740,RENTAL OF RAILROAD CARS,4
4741,RENTAL OF RAILROAD CARS,4
4742,RENTAL OF RAILROAD CARS WITH CARE OF LADING,4
4743,RENTAL OF RAILROAD CARS WITHOUT CARE OF LADING,4
4780,MISCELLANEOUS SERVICES INCIDENTAL TO TRANSPORTATION,4
4782,INSPECTION AND WEIGHING SERVICES CONNECTED WITH TRANSPORTATION,4
4783,PACKING AND CRATING,4
4784,"FIXED FACILITIES FOR HANDLING MOTOR VEHICLE TRANSPORTATION, NEC",4
4785,FIXED FACILITIES AND INSPECTION AND WEIGHING SVCS-MOTOR VEHICLE TRANS,4
4789,"TRANSPORTATION SERVICES, NEC",4
4800,COMMUNICATIONS,4
4810,TELEPHONE COMMUNICATIONS,4
4811,TELEPHONE COMMUNICATION (WIRE OR RADIO),4
4812,RADIOTELEPHONE COMMUNICATIONS,4
4813,"TELEPHONE COMMUNICATIONS, EXCEPT RADIOTELEPHONE",4
4820,TELEGRAPH AND OTHER MESSAGE COMMUNICATIONS,4
4821,TELEGRAPH COMMUNICATION (WIRE OR RADIO),4
4822,TELEGRAPH AND OTHER MESSAGE COMMUNICATIONS,4
4830,RADIO AND TELEVISION BROADCASTING STATIONS,4
4832,RADIO BROADCASTING STATIONS,4
4833,TELEVISION BROADCASTING STATIONS,4
4840,CABLE AND OTHER PAY TELEVISION SERVICES,4
4841,CABLE AND OTHER PAY TELEVISION SERVICES,4
4888,DIVERSIFIED MULTI-MEDIA,4
4890,"COMMUNICATIONS SERVICES, NEC",4
4891,CABLE TELEVISION OPERATORS,4
4892,TELEPHONE INTERCONNECT SYSTEMS,4
4899,"COMMUNICATIONS SERVICES, NEC",4
4900,"ELECTRIC, GAS, AND SANITARY SERVICES",4
4910,ELECTRIC SERVICES,4
4911,ELECTRIC SERVICES,4
4920,GAS PRODUCTION AND DISTRIBUTION,4
4922,NATURAL GAS TRANSMISSION,4
4923,NATURAL GAS TRANSMISSION AND DISTRIBUTION,4
4924,NATURAL GAS DISTRIBUTION,4
4925,"MIXED,MANUFACTURED OR LIQUIFIED PETE GAS PRODUCTION AND/OR DISTR",4
4930,"COMBINATION ELECTRIC AND GAS, AND OTHER UTILITY SERVICES",4
4931,ELECTRIC AND OTHER SERVICES COMBINED,4
4932,GAS AND OTHER SERVICES COMBINED,4
4939,"COMBINATION UTILITIES, NEC",4
4940,WATER SUPPLY,4
4941,WATER SUPPLY,4
4950,SANITARY SERVICES,4
4952,SEWERAGE SYSTEMS,4
4953,REFUSE SYSTEMS,4
4955,HAZARDOUS WASTE MANAGEMENT,4
4959,"SANITARY SERVICES, NEC",4
4960,STEAM AND AIR-CONDITIONING SUPPLY,4
4961,STEAM AND AIR-CONDITIONING SUPPLY,4
4970,IRRIGATION SYSTEMS,4
4971,IRRIGATION SYSTEMS,4
4991,COGENERATION SERVICES AND SMALL POWER PRODUCERS,4
5000,DURABLE GOODS-WHOLESALE,4
5010,MOTOR VEHICLES AND MOTOR VEHICLE PARTS AND SUPPLIES-WHOLESALE,4
5012,AUTOMOBILES AND OTHER MOTOR VEHICLES-WHOLESALE,4
5013,MOTOR VEHICLE SUPPLIES AND NEW PARTS-WHOLESALE,4
5014,TIRES AND TUBES-WHOLESALE,4
5015,"MOTOR VEHICLE PARTS, USED-WHOLESALE",4
5020,FURNITURE AND HOME FURNISHINGS-WHOLESALE,4
5021,FURNITURE-WHOLESALE,4
5023,HOME FURNISHINGS-WHOLESALE,4
5030,LUMBER AND OTHER CONSTRUCTION MATERIALS-WHOLESALE,4
5031,"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANELS-WHOLESALE",4
5032,"BRICK, STONE, AND RELATED CONSTRUCTION MATERIALS-WHOLESALE",4
5033,"ROOFING, SIDING, AND INSULATION MATERIALS-WHOLESALE",4
5039,"CONSTRUCTION MATERIALS-WHOLESALE, NEC",4
5040,PROFESSIONAL AND COMMERCIAL EQUIPMENT AND SUPPLIES-WHOLESALE,4
5041,SPORTING AND RECREATIONAL GOODS AND SUPPLIES-WHOLESALE,4
5042,TOYS AND HOBBY GOODS AND SUPPLIES-WHOLESALE,4
5043,PHOTOGRAPHIC EQUIPMENT AND SUPPLIES-WHOLESALE,4
5044,OFFICE EQUIPMENT-WHOLESALE,4
5045,COMPUTERS AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE-WHOLESALE,4
5046,"COMMERCIAL EQUIPMENT-WHOLESALE, NEC",4
5047,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES-WHOLESALE",4
5048,OPHTHALMIC GOODS-WHOLESALE,4
5049,"PROFESSIONAL EQUIPMENT AND SUPPLIES-WHOLESALE, NEC",4
5050,"METALS AND MINERALS, EXCEPT PETROLEUM-WHOLESALE",4
5051,METALS SERVICE CENTERS AND OFFICES-WHOLESALE,4
5052,COAL AND OTHER MINERALS AND ORES-WHOLESALE,4
5060,ELECTRICAL GOODS-WHOLESALE,4
5063,"ELECTRICAL APPARATUS & EQUIP,WIRING SUPPLIES & CONSTR MATL-WHOLESALE",4
5064,"ELECTRICAL APPLIANCES, TELEVISION AND RADIO SETS-WHOLESALE",4
5065,"ELECTRONIC PARTS AND EQUIPMENT-WHOLESALE, NEC",4
5070,"HARDWARE, AND PLUMBING AND HEATING EQUIPMENT AND SUPPLIES-WHOLESALE",4
5072,HARDWARE-WHOLESALE,4
5074,PLUMBING AND HEATING EQUIPMENT AND SUPPLIES (HYDRONICS)-WHOLESALE,4
5075,WARM AIR HEATING AND AIR CONDITIONING EQUIPMENT AND SUPPLIES-WHOLESALE,4
5078,REFRIGERATION EQUIPMENT AND SUPPLIES-WHOLESALE,4
5080,"MACHINERY, EQUIPMENT, AND SUPPLIES-WHOLESALE",4
5081,COMMERCIAL MACHINES AND EQUIPMENT-WHOLESALE,4
5082,CONSTRUCTION AND MINING(EXCEPT PETROLEUM) MACHINERY AND EQUIPMENT-WHSL,4
5083,FARM AND GARDEN MACHINERY AND EQUIPMENT-WHOLESALE,4
5084,INDUSTRIAL MACHINERY AND EQUIPMENT-WHOLESALE,4
5085,INDUSTRIAL SUPPLIES-WHOLESALE,4
5086,PROFESSIONAL EQUIPMENT AND SUPPLIES-WHOLESALE,4
5087,SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES-WHOLESALE,4
5088,"TRANSPORTATION EQUIPMENT AND SUPPLIES, EXCEPT MOTOR VEHICLES-WHOLESALE",4
5090,MISCELLANEOUS DURABLE GOODS-WHOLESALE,4
5091,SPORTING AND RECREATIONAL GOODS AND SUPPLIES-WHOLESALE,4
5092,TOYS AND HOBBY GOODS AND SUPPLIES-WHOLESALE,4
5093,SCRAP AND WASTE MATERIALS-WHOLESALE,4
5094,"JEWELRY, WATCHES, PRECIOUS STONES, AND PRECIOUS METALS-WHOLESALE",4
5099,"DURABLE GOODS-WHOLESALE, NEC",4
5100,NONDURABLE GOODS-WHOLESALE,4
5110,PAPER AND PAPER PRODUCTS-WHOLESALE,4
5111,PRINTING AND WRITING PAPER-WHOLESALE,4
5112,STATIONERY AND OFFICE SUPPLIES-WHOLESALE,4
5113,INDUSTRIAL AND PERSONAL SERVICE PAPER-WHOLESALE,4
5120,"DRUGS, DRUG PROPRIETARIES, AND DRUGGISTS' SUNDRIES-WHOLESALE",4
5122,"DRUGS, DRUG PROPRIETARIES, AND DRUGGISTS' SUNDRIES-WHOLESALE",4
5130,"APPAREL, PIECE GOODS, AND NOTIONS-WHOLESALE",4
5131,"PIECE GOODS, NOTIONS, AND OTHER DRY GOODS-WHOLESALE",4
5133,PIECE GOODS (WOVEN FABRICS)-WHOLESALE,4
5134,NOTIONS AND OTHER DRY GOODS-WHOLESALE,4
5136,MEN'S AND BOYS' CLOTHING AND FURNISHINGS-WHOLESALE,4
5137,"WOMEN'S, CHILDREN'S AND INFANTS' CLOTHING AND ACCESSORIES-WHOLESALE",4
5139,FOOTWEAR-WHOLESALE,4
5140,GROCERIES AND RELATED PRODUCTS-WHOLESALE,4
5141,"GROCERIES, GENERAL LINE-WHOLESALE",4
5142,PACKAGED FROZEN FOODS-WHOLESALE,4
5143,"DAIRY PRODUCTS, EXCEPT DRIED OR CANNED-WHOLESALE",4
5144,POULTRY AND POULTRY PRODUCTS-WHOLESALE,4
5145,CONFECTIONERY-WHOLESALE,4
5146,FISH AND SEAFOODS-WHOLESALE,4
5147,MEATS AND MEAT PRODUCTS-WHOLESALE,4
5148,FRESH FRUITS AND VEGETABLES-WHOLESALE,4
5149,"GROCERIES AND RELATED PRODUCTS-WHOLESALE, NEC",4
5150,FARM-PRODUCT RAW MATERIALS-WHOLESALE,4
5152,COTTON-WHOLESALE,4
5153,GRAIN AND FIELD BEANS-WHOLESALE,4
5154,LIVESTOCK-WHOLESALE,4
5159,"FARM-PRODUCT RAW MATERIALS-WHOLESALE, NEC",4
5160,CHEMICALS AND ALLIED PRODUCTS-WHOLESALE,4
5161,CHEMICALS AND ALLIED PRODUCTS-WHOLESALE,4
5162,PLASTICS MATERIALS AND BASIC FORMS AND SHAPES-WHOLESALE,4
5169,"CHEMICALS AND ALLIED PRODUCTS-WHOLESALE, NEC",4
5170,PETROLEUM AND PETROLEUM PRODUCTS-WHOLESALE,4
5171,PETROLEUM BULK STATIONS AND TERMINALS-WHOLESALE,4
5172,"PETROLEUM & PETROLEUM PDS WHOLESALERS, EXCEPT BULK STATIONS & TERMINALS",4
5180,"BEER, WINE AND DISTILLED ALCOHOLIC BEVERAGES-WHOLESALE",4
5181,BEER AND ALE-WHOLESALE,4
5182,WINE AND DISTILLED ALCOHOLIC BEVERAGES-WHOLESALE,4
5190,MISCELLANEOUS NONDURABLE GOODS-WHOLESALE,4
5191,FARM SUPPLIES-WHOLESALE,4
5192,"BOOKS, PERIODICALS, AND NEWSPAPERS-WHOLESALE",4
5193,"FLOWERS, NURSERY STOCK, AND FLORISTS' SUPPLIES-WHOLESALE",4
5194,TOBACCO AND TOBACCO PRODUCTS-WHOLESALE,4
5198,"PAINTS, VARNISHES, AND SUPPLIES-WHOLESALE",4
5199,"NONDURABLE GOODS-WHOLESALE, NEC",4
5200,"BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY, & MOBILE HOME DEALERS",4
5210,LUMBER AND OTHER BUILDING MATERIALS DEALERS,4
5211,LUMBER AND OTHER BUILDING MATERIALS DEALERS,4
5230,"PAINT, GLASS, AND WALLPAPER STORES",4
5231,"PAINT, GLASS, AND WALLPAPER STORES",4
5250,HARDWARE STORES,4
5251,HARDWARE STORES,4
5260,"RETAIL NURSERIES, LAWN AND GARDEN SUPPLY STORES",4
5261,"RETAIL NURSERIES, LAWN AND GARDEN SUPPLY STORES",4
5270,MOBILE HOME DEALERS,4
5271,MOBILE HOME DEALERS,4
5300,GENERAL MERCHANDISE STORES,4
5310,DEPARTMENT STORES,4
5311,DEPARTMENT STORES,4
5330,VARIETY STORES,4
5331,VARIETY STORES,4
5334,CATALOG SHOWROOMS,4
5390,MISCELLANEOUS GENERAL MERCHANDISE STORES,4
5399,MISCELLANEOUS GENERAL MERCHANDISE STORES,4
5400,FOOD STORES,4
5410,GROCERY STORES,4
5411,GROCERY STORES,4
5412,CONVENIENCE STORES,4
5420,"MEAT AND FISH (SEAFOOD) MARKETS, INCLUDING FREEZER PROVISIONERS",4
5421,"MEAT AND FISH (SEAFOOD) MARKETS, INCLUDING FREEZER PROVISIONERS",4
5422,FREEZER AND LOCKER MEAT PROVISIONERS-RETAIL,4
5423,MEAT AND FISH (SEAFOOD) MARKETS,4
5430,FRUIT AND VEGETABLE MARKETS,4
5431,FRUIT AND VEGETABLE MARKETS,4
5440,"CANDY, NUT, AND CONFECTIONERY STORES",4
5441,"CANDY, NUT, AND CONFECTIONERY STORES",4
5450,DAIRY PRODUCTS STORES,4
5451,DAIRY PRODUCTS STORES,4
5460,BAKERIES-RETAIL,4
5461,BAKERIES-RETAIL,4
5462,BAKERIES-BAKING AND SELLING-RETAIL,4
5463,BAKERIES-SELLING ONLY-RETAIL,4
5490,MISCELLANEOUS FOOD STORES,4
5499,MISCELLANEOUS FOOD STORES,4
5500,AUTOMOTIVE DEALERS AND GASOLINE SERVICE STATIONS,4
5510,MOTOR VEHICLE DEALERS (NEW AND USED),4
5511,MOTOR VEHICLE DEALERS (NEW AND USED),4
5520,MOTOR VEHICLE DEALERS (USED ONLY),4
5521,MOTOR VEHICLE DEALERS (USED ONLY),4
5530,AUTO AND HOME SUPPLY STORES,4
5531,AUTO AND HOME SUPPLY STORES,4
5540,GASOLINE SERVICE STATIONS,4
5541,GASOLINE SERVICE STATIONS,4
5550,BOAT DEALERS,4
5551,BOAT DEALERS,4
5560,RECREATIONAL VEHICLE DEALERS,4
5561,RECREATIONAL VEHICLE DEALERS,4
5570,MOTORCYCLE DEALERS,4
5571,MOTORCYCLE DEALERS,4
5590,"AUTOMOTIVE DEALERS, NEC",4
5599,"AUTOMOTIVE DEALERS, NEC",4
5600,APPAREL AND ACCESSORY STORES,4
5610,MEN'S AND BOYS' CLOTHING AND ACCESSORY STORES,4
5611,MEN'S AND BOYS' CLOTHING AND ACCESSORY STORES,4
5620,WOMEN'S CLOTHING STORES,4
5621,WOMEN'S CLOTHING STORES,4
5630,WOMEN'S ACCESSORY AND SPECIALTY STORES,4
5631,WOMEN'S ACCESSORY AND SPECIALTY STORES,4
5632,WOMEN'S ACCESSORY AND SPECIALTY STORES,4
5640,CHILDREN'S AND INFANTS' WEAR STORES,4
5641,CHILDREN'S AND INFANTS' WEAR STORES,4
5650,FAMILY CLOTHING STORES,4
5651,FAMILY CLOTHING STORES,4
5660,SHOE STORES,4
5661,SHOE STORES,4
5680,FURRIERS AND FUR SHOPS,4
5681,FURRIERS AND FUR SHOPS,4
5690,MISCELLANEOUS APPAREL AND ACCESSORY STORES,4
5699,MISCELLANEOUS APPAREL AND ACCESSORY STORES,4
5700,"HOME FURNITURE, FURNISHINGS, AND EQUIPMENT STORES",4
5710,HOME FURNITURE AND FURNISHINGS STORES,4
5712,FURNITURE STORES,4
5713,FLOOR COVERING STORES,4
5714,"DRAPERY, CURTAIN, AND UPHOLSTERY STORES",4
5719,MISCELLANEOUS HOMEFURNISHINGS STORES,4
5720,HOUSEHOLD APPLIANCE STORES,4
5722,HOUSEHOLD APPLIANCE STORES,4
5730,"RADIO, TELEVISION, CONSUMER ELECTRONICS, AND MUSIC STORES",4
5731,"RADIO, TELEVISION, AND CONSUMER ELECTRONICS STORES",4
5732,RADIO AND TELEVISION STORES,4
5733,MUSIC STORES,4
5734,COMPUTER AND COMPUTER SOFTWARE STORES,4
5735,RECORD AND PRERECORDED TAPE STORES,4
5736,MUSICAL INSTRUMENT STORES,4
5800,EATING AND DRINKING PLACES,4
5810,EATING AND DRINKING PLACES,4
5812,EATING PLACES,4
5813,DRINKING PLACES (ALCOHOLIC BEVERAGES),4
5900,MISCELLANEOUS RETAIL,4
5910,DRUG STORES AND PROPRIETARY STORES,4
5912,DRUG STORES AND PROPRIETARY STORES,4
5920,LIQUOR STORES,4
5921,LIQUOR STORES,4
5930,USED MERCHANDISE STORES,4
5931,USED MERCHANDISE STORES,4
5932,USED MERCHANDISE STORES,4
5940,MISCELLANEOUS SHOPPING GOODS STORES,4
5941,SPORTING GOODS STORES AND BICYCLE SHOPS,4
5942,BOOK STORES,4
5943,STATIONERY STORES,4
5944,JEWELRY STORES,4
5945,"HOBBY, TOY, AND GAME SHOPS",4
5946,CAMERA AND PHOTOGRAPHIC SUPPLY STORES,4
5947,"GIFT, NOVELTY, AND SOUVENIR SHOPS",4
5948,LUGGAGE AND LEATHER GOODS STORES,4
5949,"SEWING, NEEDLEWORK, AND PIECE GOODS STORES",4
5960,NONSTORE RETAILERS,4
5961,CATALOG AND MAIL-ORDER HOUSES,4
5962,AUTOMATIC MERCHANDISING MACHINE OPERATORS,4
5963,DIRECT SELLING ESTABLISHMENTS,4
5980,FUEL DEALERS,4
5982,"FUEL & ICE DEALERS,EXCEPT FUEL OIL DEALERS & BOTTLED GAS DEALERS",4
5983,FUEL OIL DEALERS,4
5984,LIQUEFIED PETROLEUM GAS (BOTTLED GAS) DEALERS,4
5989,"FUEL DEALERS, NEC",4
5990,"RETAIL STORES, NEC",4
5992,FLORISTS,4
5993,TOBACCO STORES AND STANDS,4
5994,NEWS DEALERS AND NEWSSTANDS,4
5995,OPTICAL GOODS STORES,4
5999,"MISCELLANEOUS RETAIL STORES, NEC",4
6000,DEPOSITORY INSTITUTIONS,4
6010,CENTRAL RESERVE DEPOSITORY INSTITUTIONS,4
6011,FEDERAL RESERVE BANKS,4
6019,"CENTRAL RESERVE DEPOSITORY INSTITUTIONS, NEC",4
6020,COMMERCIAL BANKS,4
6021,NATIONAL COMMERCIAL BANKS,4
6022,STATE COMMERCIAL BANKS,4
6023,"ST BANKS, NOT MEMBERS OF THE FEDERAL RES SYS,INSURED BY THE FDIC",4
6024,"ST BANKS,NOT MEMBERS OF THE FED RES SYSTEM, NOT INSD BY THE FDIC",4
6025,"NATIONAL BANKS, MEMBERS OF THE FEDERAL RESERVE SYSTEM",4
6026,"NATL BANKS, NOT MEMBERS OF THE FED RES SYS, INSURED BY THE FDIC",4
6027,"NATIONAL BANKS, NOT INSURED BY THE FDIC",4
6028,"UNINCORPORATED PRIVATE BANKS, NOT INSURED BY THE FDIC",4
6029,"COMMERCIAL BANKS, NEC",4
6030,SAVINGS INSTITUTIONS,4
6032,"MUTUAL SAVINGS BANKS, MEMBERS OF THE FEDERAL RESERVE SYSTEM",4
6033,"MUTL SAVINGS BANKS, NOT MEMBERS OF THE FED RES SYS, INSD BY THE FDIC",4
6034,"MUTUAL SAVINGS BANKS, NOT INSURED BY THE FDIC",4
6035,"SAVINGS INSTITUTIONS, FEDERALLY CHARTERED",4
6036,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",4
6040,TRUST COMPANIES NOT ENGAGED IN DEPOSIT BANKING,4
6042,"STATE NONDEP TRUST COS, MEMBERS OF THE FED RES SYS, INSD & NOT INSD",4
6044,"STATE NONDEPOSIT TRUST COMPANIES, NOT INSURED BY THE FDIC",4
6050,ESTABLISHMENTS PERFORMING FUNCTIONS CLOSELY RELATED TO BANKING,4
6052,FOREIGN EXCHANGE ESTABLISHMENTS,4
6054,SAFE DEPOSIT COMPANIES,4
6055,CLEARINGHOUSE ASSOCIATIONS,4
6056,CORPORATIONS FOR BANKING ABROAD,4
6059,"ESTABLISHMENTS PERFORM FUNCTNS CLOSELY REL TO DEPOSIT BANKG, NEC",4
6060,CREDIT UNIONS,4
6061,"CREDIT UNIONS, FEDERALLY CHARTERED",4
6062,"CREDIT UNIONS, NOT FEDERALLY CHARTERED",4
6080,FOREIGN BANKING AND BRANCHES AND AGENCIES OF FOREIGN BANKS,4
6081,BRANCHES AND AGENCIES OF FOREIGN BANKS,4
6082,FOREIGN TRADE AND INTERNATIONAL BANKING INSTITUTIONS,4
6090,FUNCTIONS RELATED TO DEPOSITORY BANKING,4
6091,NONDEPOSIT TRUST FACILITIES,4
6099,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",4
6100,NONDEPOSITORY CREDIT INSTITUTIONS,4
6110,FEDERAL AND FEDERALLY-SPONSORED CREDIT AGENCIES,4
6111,FEDERAL AND FEDERALLY-SPONSORED CREDIT AGENCIES,4
6112,"REDISC,FING INSTN FOR CR AGY(OTH THAN BANKS)NOT PRIM ASSD WITH AGRIC CR",4
6113,"REDISC,FING INSTN FOR CR AGY(OTH THAN BANKS)PRIM ASSD WITH AGRIC CR",4
6120,SAVINGS AND LOAN ASSOCIATIONS,4
6122,FEDERAL SAVINGS AND LOAN ASSOCIATIONS,4
6123,"STATE SAVINGS & LOAN ASSN, INSD BY THE FED SAVINGS & LOAN INS CORP",4
6124,"STATE SAVINGS & LOAN ASSN, NOT INSD, MEMBERS FED HOME LOAN BANK SYS",4
6125,"STATE SAVINGS & LOAN ASSN, NOT INSD, NOT MEMBERS FED HOME LOAN BANK SYS",4
6130,AGRICULTURAL CREDIT INSTITUTIONS,4
6131,AGRICULTURAL CREDIT INSTITUTIONS,4
6140,PERSONAL CREDIT INSTITUTIONS,4
6141,PERSONAL CREDIT INSTITUTIONS,4
6142,FEDERAL CREDIT UNIONS,4
6143,STATE CREDIT UNIONS,4
6144,INDUSTRIAL LOAN COMPANIES NOT ENGAGED IN DEPOSIT BANKING,4
6145,LICENSED SMALL LOAN LENDERS,4
6146,INSTALLMENT SALES FINANCE COMPANIES,4
6149,MISCELLANEOUS PERSONAL CREDIT INSTITUTIONS,4
6150,BUSINESS CREDIT INSTITUTIONS,4
6153,"SHORT-TERM BUSINESS CREDIT INSTITUTIONS, EXCEPT AGRICULTURAL",4
6159,MISCELLANEOUS BUSINESS CREDIT INSTITUTIONS,4
6160,MORTGAGE BANKERS AND BROKERS,4
6162,MORTGAGE BANKERS AND LOAN CORRESPONDENTS,4
6163,LOAN BROKERS,4
6172,FINANCE LESSORS,4
6199,FINANCE SERVICES,4
6200,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES, & SERVICES",4
6210,"SECURITY BROKERS, DEALERS, & FLOTATION COMPANIES",4
6211,"SECURITY BROKERS, DEALERS, & FLOTATION COMPANIES",4
6220,COMMODITY CONTRACTS BROKERS & DEALERS,4
6221,COMMODITY CONTRACTS BROKERS & DEALERS,4
6230,SECURITY AND COMMODITY EXCHANGES,4
6231,SECURITY AND COMMODITY EXCHANGES,4
6280,SERVICES ALLIED WITH THE EXCHANGE OF SECURITIES OR COMMODITIES,4
6281,SERVICES ALLIED WITH THE EXCHANGE OF SECURITIES OR COMMODITIES,4
6282,INVESTMENT ADVICE,4
6289,"SERVICES ALLIED WITH THE EXCHANGE OF SECURITIES OR COMMODITIES, NEC",4
6300,INSURANCE CARRIERS,4
6310,LIFE INSURANCE,4
6311,LIFE INSURANCE,4
6312,LIFE INSURANCE,4
6320,ACCIDENT & HEALTH INSURANCE & MEDICAL SERVICE PLANS,4
6321,ACCIDENT AND HEALTH INSURANCE,4
6324,HOSPITAL AND MEDICAL SERVICE PLANS,4
6330,"FIRE, MARINE, AND CASUALTY INSURANCE",4
6331,"FIRE, MARINE, AND CASUALTY INSURANCE",4
6332,PROPERTY-CASUALTY INSURANCE,4
6350,SURETY INSURANCE,4
6351,SURETY INSURANCE,4
6360,TITLE INSURANCE,4
6361,TITLE INSURANCE,4
6370,"PENSION, HEALTH, AND WELFARE FUNDS",4
6371,"PENSION, HEALTH, AND WELFARE FUNDS",4
6390,"INSURANCE CARRIERS, NEC",4
6399,"INSURANCE CARRIERS, NEC",4
6400,"INSURANCE AGENTS, BROKERS, AND SERVICE",4
6410,"INSURANCE AGENTS, BROKERS, AND SERVICE",4
6411,"INSURANCE AGENTS, BROKERS, AND SERVICE",4
6500,REAL ESTATE,4
6510,REAL ESTATE OPERATORS(EXCEPT DEVELOPERS)AND LESSORS,4
6512,OPERATORS OF NONRESIDENTIAL BUILDINGS,4
6513,OPERATORS OF APARTMENT BUILDINGS,4
6514,OPERATORS OF DWELLINGS OTHER THAN APARTMENT BUILDINGS,4
6515,OPERATORS OF RESIDENTIAL MOBILE HOME SITES,4
6517,LESSORS OF RAILROAD PROPERTY,4
6519,"LESSORS OF REAL PROPERTY, NEC",4
6530,REAL ESTATE AGENTS AND MANAGERS,4
6531,REAL ESTATE AGENTS & MANAGERS,4
6532,REAL ESTATE DEALERS,4
6540,TITLE ABSTRACT OFFICES,4
6541,TITLE ABSTRACT OFFICES,4
6550,LAND SUBDIVIDERS AND DEVELOPERS,4
6552,"LAND SUBDIVIDERS AND DEVELOPERS, EXCEPT CEMETERIES",4
6553,CEMETERY SUBDIVIDERS AND DEVELOPERS,4
6600,"COMBINATIONS OF REAL ESTATE, INSURANCE, LOANS, LAW OFFICES",4
6610,"COMBINATIONS OF REAL ESTATE, INSURANCE, LOANS, LAW OFFICES",4
6611,"COMBINATIONS OF REAL ESTATE, INSURANCE, LOANS, LAW OFFICES",4
6700,HOLDING AND OTHER INVESTMENT OFFICES,4
6710,HOLDING OFFICES,4
6711,HOLDING OFFICES,4
6712,OFFICES OF BANK HOLDING COMPANIES,4
6719,"OFFICES OF HOLDING COMPANIES, NEC",4
6720,INVESTMENT OFFICES,4
6722,"MANAGEMENT INVESTMENT OFFICES, OPEN-END",4
6723,"MANAGEMENT INVESTMENT OFFICES, CLOSED-END",4
6724,UNIT INVESTMENT TRUSTS,4
6725,FACE-AMOUNT CERTIFICATE OFFICES,4
6726,"UNIT INV TRUSTS,FACE-AMOUNT CERTIFICATE & CLOSED-END MGMT INV OFFICES",4
6730,TRUSTS,4
6732,"EDUCATIONAL, RELIGIOUS, AND CHARITABLE TRUSTS",4
6733,"TRUSTS, EXCEPT EDUCATIONAL, RELIGIOUS, AND CHARITABLE",4
6790,MISCELLANEOUS INVESTING,4
6792,OIL ROYALTY TRADERS,4
6793,COMMODITY TRADERS,4
6794,PATENT OWNERS AND LESSORS,4
6795,MINERAL ROYALTY TRADERS,4
6797,BUSINESS DEVELOPMENT COMPANY,4
6798,REAL ESTATE INVESTMENT TRUSTS,4
6799,"INVESTORS, NEC",4
7000,"HOTELS, ROOMING HOUSES, CAMPS, AND OTHER LODGING PLACES",4
7010,HOTELS AND MOTELS,4
7011,HOTELS AND MOTELS,4
